ISOCODE,Type,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
PRI,SAVA,Puerto Rico,630,7.87,31.47,25.81,8.27,16.94,38.79,90.70,12.30,85.39,34.79,259.14,63.20,9.59,83.17,342.85,18.78,248.35,46.35,11.56,75.54
QAT,SAVA,Qatar,634,0.01,0.77,0.30,0.03,1.46,0.74,0.05,9.11,0.07,0.04,0.31,0.00,0.00,0.01,0.00,0.00,0.01,0.10,0.00,0.68
REU,SAVA,Réunion,638,"1,096.73","535,124.38",466.56,523.65,"255,797.76","1,954.66","1,118.98",564.71,"1,387.62",23.03,0.42,0.00,4.87,78.28,"1,016.07",4.70,1.06,0.00,44.59,"42,063.58"
ROU,SAVA,Romania,642,542.18,114.18,106.82,882.58,614.87,195.76,218.39,92.71,139.22,156.42,113.36,268.17,68.14,78.67,553.87,"2,433.65",17.67,61.12,36.19,352.31
RUS,SAVA,Russian Federation,643,"561,355.53","343,017.17","221,045.71","232,483.88","466,668.23","314,907.55","236,448.70","264,272.79","380,729.84","813,911.35","427,543.73","971,904.49","457,423.42","329,525.88","432,822.53","240,478.51","85,280.36","615,194.49","532,708.72","417,248.57"
RWA,SAVA,Rwanda,646,"74,603.28","41,740.58","7,346.87","4,093.35",773.19,"13,946.32","4,352.01","5,500.41","2,651.77","1,116.71",209.78,405.92,428.34,"2,783.63","1,193.75","4,412.17","3,026.48","2,793.34","3,318.23","9,194.53"
BLM,SAVA,Saint-Barthelemy,652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHN,SAVA,Saint Helena,654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KNA,SAVA,Saint Kitts and Nevis,659,9.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.00,0.20,0.20,0.07,0.53
AIA,SAVA,Anguilla,660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCA,SAVA,Saint Lucia,662,0.06,0.04,0.03,0.02,6.39,0.00,0.39,0.00,0.00,0.09,0.06,0.33,0.00,0.75,0.00,1.16,0.00,0.00,0.05,0.49
SPM,SAVA,Saint Pierre and Miquelon,666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VCT,SAVA,Saint Vincent and the Grenadines,670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.30,0.00,0.00,0.00,0.00,0.03
STP,SAVA,Sao Tome and Principe,678,0.34,0.37,0.30,0.17,0.00,0.00,4.43,4.15,0.20,3.61,1.06,2.61,2.34,13.21,0.18,1.11,3.64,0.16,9.06,2.47
SAU,SAVA,Saudi Arabia,682,18.84,464.13,24.19,17.90,571.97,989.35,8.56,"1,031.00",154.21,130.30,83.65,7.60,66.42,29.06,11.32,9.88,5.50,81.81,4.00,195.25
SEN,SAVA,Senegal,686,"889,887.43","548,684.81","1,070,288.83","983,711.24","1,563,625.56","820,877.48","651,126.19","1,155,522.78","1,083,987.33","1,239,685.45","1,042,872.78","968,490.43","807,854.33","867,538.60","1,450,685.17","439,074.92","809,036.69","1,087,489.08","460,996.02","944,286.06"
SRB,SAVA,Serbia,688,109.91,56.32,26.58,"2,080.64",18.99,166.36,63.14,57.79,120.22,29.38,"6,329.45",183.30,118.70,39.96,126.30,"1,254.82",25.22,21.30,49.52,572.52
SYC,SAVA,Seychelles,690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00
SLE,SAVA,Sierra Leone,694,"571,546.14","2,635,392.28","827,780.59","594,472.93","538,818.11","770,974.07","411,928.55","265,547.14","185,096.52","185,071.23","800,123.99","516,950.80","952,499.42","132,183.31","363,666.77","557,134.11","910,374.70","624,564.21","338,050.70","641,167.14"
SGP,SAVA,Singapore,702,1.64,6.10,0.08,0.05,0.05,0.24,0.73,503.40,0.04,0.18,0.08,0.38,0.20,0.89,0.21,0.14,0.58,0.60,0.09,27.14
SVK,SAVA,Slovakia,703,5.01,2.41,19.98,5.27,22.07,11.59,13.05,10.44,23.44,10.60,51.32,34.13,5.47,2.06,4.85,16.45,5.40,3.99,7.32,13.41
VNM,SAVA,Viet Nam,704,"102,050.42","368,031.74","179,621.14","218,205.41","390,035.86","615,904.36","288,991.75","455,269.80","207,489.61","437,582.15","536,428.98","76,376.23","133,249.18","373,296.02","344,097.95","160,221.50","91,347.09","334,877.22","241,642.15","292,353.61"
SVN,SAVA,Slovenia,705,2.52,6.20,2.41,25.13,15.99,0.04,0.69,3.29,8.78,0.63,0.47,219.99,0.75,0.00,9.12,1.62,1.41,0.00,0.00,15.74
SOM,SAVA,Somalia,706,"1,684.12","6,970.42","5,224.21","1,166.52","21,190.27","4,095.89","6,866.93","4,226.09","1,840.41",127.13,"1,269.06","1,806.92",266.90,745.71,292.49,951.07,"1,155.83",670.06,181.05,"3,196.37"
ZAF,SAVA,South Africa,710,"1,542,298.06","4,040,725.68","4,120,930.09","1,404,818.60","1,040,438.05","847,020.17","343,017.01","450,115.13","816,989.60","423,482.23","778,265.00","528,019.97","538,699.35","603,510.24","518,768.47","440,251.60","448,440.74","804,534.91","262,529.99","1,050,150.26"
ZWE,SAVA,Zimbabwe,716,"1,742,297.60","1,663,499.69","1,868,328.64","713,638.30","828,877.91","586,520.06","385,101.68","910,704.17","495,919.71","602,613.29","606,209.85","966,295.00","1,063,491.59","991,659.69","1,087,686.00","663,025.51","439,844.34","560,855.40","753,006.03","891,030.24"
ESP,SAVA,Spain,724,"23,661.92","36,834.43","4,414.66","338,835.67","10,656.99","4,859.29","51,559.84","13,691.25","63,550.02","102,394.91","6,138.76","1,021.12","11,546.85","9,171.35","16,925.49","71,782.42","4,102.05","1,099.87","11,537.23","41,251.80"
SSD,SAVA,South Sudan,728,"26,702,622.86","21,652,263.59","20,037,239.77","26,569,743.30","20,760,541.96","16,401,636.28","27,689,538.33","26,806,836.77","31,948,255.22","14,835,591.81","27,082,339.23","30,488,539.17","27,761,703.72","20,364,725.35","33,832,167.23","16,467,168.68","23,873,578.98","30,031,940.37","23,300,263.15","24,558,247.15"
SDN,SAVA,Sudan,729,"2,173,921.49","1,091,130.61","1,657,753.57","1,734,608.61","1,465,458.68","1,306,274.87","1,424,008.67","1,622,997.37","1,693,172.45","1,102,289.11","1,498,207.87","1,205,103.49","1,113,471.65","708,495.01","1,194,223.91","1,040,814.21","950,606.48","976,901.04","714,024.33","1,298,603.34"
ESH,SAVA,Western Sahara,732,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00
SUR,SAVA,Suriname,740,"10,353.20","4,916.19","1,361.60",26.28,873.60,"3,223.79","3,263.65","4,940.35",699.23,"17,260.13",899.86,"1,236.45","25,574.30",522.24,277.26,"36,508.08",771.70,"6,838.10","16,210.83","7,145.10"
SJM,SAVA,Svalbard and Jan Mayen Islands,744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SWZ,SAVA,Swaziland,748,"19,770.90","548,431.99","204,109.65","8,760.06","14,460.07","42,429.37","9,613.34","17,609.46","10,242.59","2,542.25","38,406.13","27,009.24","4,237.42","9,453.50","6,407.92","10,188.71","12,637.65","13,647.13","2,063.21","52,737.93"
SWE,SAVA,Sweden,752,908.90,286.90,321.73,33.39,10.00,67.20,72.92,14.44,61.77,57.77,16.63,33.76,42.63,1.34,14.56,11.25,17.87,164.59,22.94,113.71
CHE,SAVA,Switzerland,756,1.54,1.27,0.34,2.76,3.44,0.87,10.54,2.11,0.96,1.09,0.36,13.50,0.86,0.98,0.90,0.85,0.82,1.25,10.45,2.89
SYR,SAVA,Syrian Arab Republic,760,25.00,90.29,41.55,13.09,117.10,113.79,42.92,892.88,11.73,4.11,903.46,1.22,75.92,"1,759.51",33.50,"1,751.13",782.79,154.09,"2,191.73",473.99
TJK,SAVA,Tajikistan,762,"2,564.08",285.44,386.75,126.12,35.72,127.28,176.72,"7,334.21",36.38,86.57,121.28,22.73,7.40,49.84,31.85,7.80,69.17,70.30,20.79,608.44
THA,SAVA,Thailand,764,"467,129.50","654,313.57","665,467.15","351,530.06","278,305.48","295,897.09","191,082.91","397,007.89","468,268.72","201,508.70","907,410.71","457,523.40","399,954.09","423,947.07","144,857.15","340,331.60","200,934.86","473,101.32","550,703.90","414,172.38"
TGO,SAVA,Togo,768,"1,082,679.08","1,111,958.12","704,134.16","584,518.84","820,929.89","201,568.18","966,787.28","338,671.68","1,574,021.78","609,076.51","396,301.54","948,583.45","659,254.48","605,054.64","1,030,885.58","356,588.20","447,019.03","291,338.50","775,997.53","710,808.87"
TKL,SAVA,Tokelau,772,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TON,SAVA,Tonga,776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TTO,SAVA,Trinidad and Tobago,780,205.11,71.36,83.19,37.66,82.77,19.58,241.13,1.65,58.13,10.22,151.62,29.42,38.34,"1,042.23",30.99,1.23,119.58,235.83,110.55,135.29
ARE,SAVA,United Arab Emirates,784,0.06,57.63,61.70,0.09,165.29,100.42,0.53,242.89,0.23,0.27,0.51,0.02,0.17,4.73,0.59,0.38,0.70,17.21,4.50,34.63
TUN,SAVA,Tunisia,788,3.02,86.73,639.01,"9,645.43",0.33,6.40,6.31,10.82,2.91,0.57,2.49,35.30,1.07,92.52,136.57,260.21,282.68,224.70,52.37,604.71
TUR,SAVA,Turkey,792,521.69,"6,819.59","2,246.69","5,665.46","5,099.85","4,296.23","1,698.75","8,355.82","2,476.05","11,001.32","3,918.21","11,273.17","17,685.11","7,007.34","12,164.29","2,144.65","4,192.49","3,886.94","11,924.56","6,440.96"
TKM,SAVA,Turkmenistan,795,421.61,"1,221.96","32,286.90",804.50,570.59,"9,370.22","28,556.64","72,056.71","1,921.11",329.40,"33,466.91",105.93,"5,185.73","25,683.06",158.71,735.59,"1,389.04",152.32,"5,660.05","11,583.00"
TCA,SAVA,Turks and Caicos Islands,796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.10
TUV,SAVA,Tuvalu,798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UGA,SAVA,Uganda,800,"3,765,549.04","2,182,006.84","1,242,598.70","2,187,693.17","2,113,802.95","1,964,382.81","3,085,644.50","1,835,738.37","6,968,845.73","175,200.62","3,552,402.21","3,690,987.76","873,820.35","2,197,410.96","2,702,484.08","398,223.48","1,695,528.23","1,040,827.93","1,191,111.59","2,256,013.65"
UKR,SAVA,Ukraine,804,"6,614.77","34,459.55","13,164.46","3,495.60","7,172.10","9,150.79",966.44,"3,317.77","2,011.21","3,269.12","10,566.70","5,910.49","3,519.37","1,265.56","2,280.64","3,140.58",697.36,"7,238.46","8,523.52","6,671.82"
MKD,SAVA,The former Yugoslav Republic of Macedonia,807,35.23,45.00,48.17,"29,236.54",148.72,16.34,8.09,73.42,15.33,35.14,"6,982.13",343.33,0.73,31.45,392.99,"1,174.86",214.42,5.63,56.22,"2,045.46"
EGY,SAVA,Egypt,818,32.97,564.25,71.18,6.90,300.41,145.54,43.60,456.98,186.16,188.95,241.22,76.77,190.26,104.78,154.32,61.96,526.02,516.88,25.19,204.97
GBR,SAVA,United Kingdom of Great Britain and Northern Ireland,826,"2,126.50",799.02,"1,206.04",222.14,118.85,142.92,309.76,104.70,59.96,77.51,43.40,582.39,34.95,99.90,457.38,30.94,85.13,39.33,147.22,352.00
GGY,SAVA,Guernsey,831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JEY,SAVA,Jersey,832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMN,SAVA,Isle of Man,833,0.00,0.00,0.00,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23
TZA,SAVA,United Republic of Tanzania,834,"7,234,531.15","11,006,371.51","5,894,221.93","6,248,096.52","9,728,294.69","6,189,908.38","10,191,379.28","4,212,427.66","9,476,718.03","5,467,342.98","7,319,213.17","6,515,376.55","8,142,442.37","8,841,273.47","7,630,307.52","7,608,862.62","7,336,494.17","5,674,912.50","7,264,128.08","7,472,752.77"
USA,SAVA,United States of America,840,"120,241.38","202,267.18","432,367.59","1,253,609.74","164,918.75","1,254,767.95","474,058.29","109,584.47","413,694.13","741,155.18","922,502.54","523,553.90","339,652.67","95,796.32","839,571.69","1,032,845.48","325,229.04","453,469.80","1,178,502.74","572,515.20"
VIR,SAVA,United States Virgin Islands,850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BFA,SAVA,Burkina Faso,854,"736,326.71","595,046.82","495,585.54","1,291,409.69","963,513.43","679,874.74","893,083.52","784,017.92","830,240.35","648,249.45","639,691.77","579,152.44","731,845.87","699,657.44","680,211.87","355,543.38","553,004.78","443,795.88","277,190.40","677,760.11"
URY,SAVA,Uruguay,858,41.10,119.67,422.77,"1,079.51",37.79,199.89,154.71,829.13,"2,456.60",376.76,236.14,476.09,557.42,493.12,687.13,226.23,201.38,117.29,301.28,474.42
UZB,SAVA,Uzbekistan,860,"1,365.00","1,546.03","1,668.29","3,517.35","8,617.59","1,365.88",527.31,"20,785.94",631.71,821.36,964.64,632.70,"2,538.57",190.57,"1,320.72","2,092.74",880.82,"1,511.49","2,680.07","2,824.15"
VEN,SAVA,Venezuela (Bolivarian Republic of),862,"224,481.71","319,203.42","134,978.85","346,922.22","408,286.33","263,985.01","587,813.26","425,410.94","370,581.85","186,724.28","437,930.17","371,711.73","344,078.21","460,796.59","205,552.68","102,893.77","314,905.90","436,958.89","254,012.73","326,169.92"
WLF,SAVA,Wallis and Futuna Islands,876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSM,SAVA,Western Samoa,882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YEM,SAVA,Yemen,887,0.05,0.84,0.05,0.03,11.32,3.26,3.47,750.32,2.58,5.39,2.00,0.35,6.52,1.66,3.89,5.81,1.09,2.26,0.74,42.19
ZMB,SAVA,Zambia,894,"15,728,112.19","18,626,182.88","12,917,306.46","16,954,469.76","18,448,902.96","15,255,193.43","18,498,413.78","17,577,004.75","19,401,830.74","16,928,272.82","17,102,498.53","19,684,841.47","15,186,634.05","18,998,610.62","18,923,788.49","16,682,771.53","18,451,839.83","17,820,402.08","18,519,059.00","17,458,217.65"
KOS,SAVA,Kosovo,999,5.92,35.87,28.08,"2,006.73",21.23,0.49,9.69,2.26,1.66,2.27,"1,280.53",7.46,2.06,1.81,404.28,911.64,21.36,2.38,20.66,250.86
AFG,TEMF,Afghanistan,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.51,58.90,3.08,0.00,1.75,0.00,30.40,0.00,0.00,4.99
ALB,TEMF,Albania,8,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,3.04,0.37,5.44,264.42,0.00,0.17,7.98,442.74,0.24,0.00,0.00,38.21
DZA,TEMF,Algeria,12,0.38,7.93,29.96,0.01,0.19,0.00,0.94,1.73,374.51,119.22,"3,680.02","5,380.89","1,044.30",177.54,835.59,"13,875.61",48.07,333.54,7.05,"1,364.08"
ASM,TEMF,American Samoa,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGO,TEMF,Angola,24,0.00,0.00,0.00,0.00,0.00,0.00,"7,017.89",0.00,"2,772.18","11,397.81","1,037.51","30,148,255.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,587,920.03"
ATG,TEMF,Antigua and Barbuda,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZE,TEMF,Azerbaijan,31,8.59,83.43,9.35,7.62,244.42,4.44,4.62,49.07,104.20,68.71,26.03,828.64,0.13,7.59,33.59,2.85,42.20,30.34,0.06,81.89
ARG,TEMF,Argentina,32,"72,841.38","98,605.09","52,025.32","283,200.89","78,414.81","126,660.66","121,080.94","108,241.04","56,901.49","27,838.43","94,885.12","739,032.16","61,415.72","77,215.08","68,526.73","35,106.08","71,266.51","32,717.11","116,135.31","122,216.31"
AUS,TEMF,Australia,36,"3,372,044.83","433,796.67","396,043.33","690,418.18","1,738,554.51","4,067,931.08","21,643,766.15","86,782.11","50,291.60","11,325,082.49","2,192,330.06","14,855,547.01","2,190,225.76","90,332.48","198,289.72","495,825.78","2,292,419.61","1,843,235.80","763,191.48","3,617,163.61"
AUT,TEMF,Austria,40,0.18,0.23,11.91,5.09,1.78,0.82,4.70,3.78,7.52,3.85,0.45,5.50,2.73,2.96,1.46,2.58,5.83,10.67,5.42,4.08
BHS,TEMF,Bahamas,44,67.23,126.39,91.33,93.02,64.81,0.05,0.08,107.60,407.38,42.54,53.77,"6,667.50",0.00,0.11,"1,006.66",416.66,"1,269.23",0.00,0.19,548.13
BHR,TEMF,Bahrain,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BGD,TEMF,Bangladesh,50,126.99,"2,325.88",979.31,798.82,"3,852.35",214.95,"5,954.36",0.00,"69,975.34","5,670.60","16,639.72","8,038.87",990.19,347.64,139.02,241.32,196.12,"1,119.17",56.85,"6,193.03"
ARM,TEMF,Armenia,51,1.04,3.84,0.39,0.23,40.17,0.00,0.00,0.00,70.99,3.56,1.01,318.47,0.00,7.81,9.25,0.00,0.09,0.00,0.00,24.04
BRB,TEMF,Barbados,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEL,TEMF,Belgium,56,1.09,0.41,0.10,0.12,0.00,2.83,1.71,0.16,1.44,1.09,2.53,123.53,2.13,0.00,54.26,0.00,0.41,0.00,0.23,10.11
BMU,TEMF,Bermuda,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BTN,TEMF,Bhutan,64,351.85,859.38,"7,518.23","1,754.80","3,208.43","2,101.99",194.10,"2,086.63",508.95,905.79,"15,535.43",12.64,"1,379.47","5,709.82",644.92,"5,085.33",201.81,"3,945.88","2,311.54","2,858.79"
BOL,TEMF,Bolivia (Plurinational State of),68,0.00,0.00,0.00,0.00,0.00,0.00,165.94,0.00,320.36,110.29,107.72,"759,220.19",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,996.03"
BIH,TEMF,Bosnia and Herzegovina,70,122.59,60.67,6.83,"3,211.47",168.89,199.61,"1,436.74",21.96,599.90,27.70,121.54,310.07,83.09,13.56,106.72,"4,429.32",9.48,86.80,35.70,581.72
BWA,TEMF,Botswana,72,0.00,0.00,0.00,0.00,0.00,0.00,44.73,0.00,53.09,2.07,276.02,"6,089,889.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"320,540.27"
BRA,TEMF,Brazil,76,"5,310.03","2,176.64","4,095.79","11,672.11","2,058.42","2,696.85","15,664.72","5,751.84","4,127.06","7,416.78","10,086.19","3,202,333.01","3,136.36","1,821.05",465.71,"1,439.78",753.06,"1,805.16",409.29,"172,801.04"
BLZ,TEMF,Belize,84,0.00,0.00,0.00,0.00,0.00,0.00,580.60,0.00,"1,781.57",304.48,482.45,"8,179.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,596.22
SLB,TEMF,Solomon Islands,90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.67,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31
VGB,TEMF,British Virgin Islands,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRN,TEMF,Brunei Darussalam,96,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.07,0.00,0.05,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36
BGR,TEMF,Bulgaria,100,14.78,25.60,6.84,472.40,166.01,15.55,72.47,26.95,227.68,185.50,"2,439.67",870.48,10.27,48.30,128.58,45.72,4.70,9.28,4.18,251.31
MMR,TEMF,Myanmar,104,"13,769.20","34,642.54","119,139.11","76,124.93","60,292.47","10,708.00","208,293.37","26,722.56","235,037.36","138,553.03","128,434.55","1,706,358.87","48,099.86","128,228.55","29,445.29","44,951.40","99,375.32","175,534.32","55,857.91","175,766.77"
BDI,TEMF,Burundi,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,2.99,"7,116.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.76
BLR,TEMF,Belarus,112,179.15,194.38,"55,523.15","2,298.45",796.21,"53,907.22",636.42,203.83,703.76,"7,025.06",421.04,283.48,764.74,57.51,92.42,51.34,306.37,"2,356.37","27,485.24","8,067.69"
KHM,TEMF,Cambodia,116,0.00,0.00,0.00,0.00,0.00,0.00,"2,203.69",0.00,"4,432.95",421.36,"4,736.64","2,470,803.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"130,663.08"
CMR,TEMF,Cameroon,120,0.00,0.00,0.00,0.00,0.00,0.00,181.48,0.00,434.33,440.63,265.49,"2,786,131.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"146,708.07"
CAN,TEMF,Canada,124,"150,181.97","437,596.64","45,041.32","43,410.77","577,884.73","537,407.45","346,448.06","2,242.41","31,200.50","138,928.04","24,450.39",457.84,"200,677.52","608,413.67","35,033.32","188,485.53","64,837.78","887,546.97","196,114.33","237,703.12"
CPV,TEMF,Cape Verde,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CYM,TEMF,Cayman Islands,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
CAF,TEMF,Central African Republic,140,0.00,0.00,0.00,0.00,0.00,0.00,681.02,0.00,"1,498.90",895.31,497.99,"35,823,110.35",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,885,614.93"
LKA,TEMF,Sri Lanka,144,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,9.78,66.57,6.58,"2,600.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.79
TCD,TEMF,Chad,148,0.00,0.00,0.00,0.00,0.00,0.00,162.19,0.00,256.42,230.07,124.99,"4,739,377.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"249,481.65"
CHL,TEMF,Chile,152,"568,146.38","33,150.21","878,426.78","23,734.51","11,280.42","75,987.25","4,346.75","5,075.34","6,688.48","1,833.18","71,359.16","11,555.70","16,415.40","22,260.38","97,321.84","6,374.68","8,608.56","100,121.81","75,045.51","106,196.44"
CHN,TEMF,China,156,"52,644.88","186,623.94","444,274.24","85,631.84","65,772.36","25,370.53","46,662.85","62,718.23","48,749.92","28,524.61","44,578.83","47,781.64","396,178.35","38,766.83","34,745.34","25,674.71","42,753.92","50,844.27","25,781.39","92,319.93"
TWN,TEMF,Taiwan,158,"1,068.18",38.16,3.33,2.19,85.19,98.25,32.84,662.29,55.18,127.90,68.66,48.04,49.40,18.80,19.53,69.69,28.50,33.12,51.81,134.79
COL,TEMF,Colombia,170,0.00,0.00,0.00,0.00,0.00,0.00,989.13,0.00,698.77,914.26,387.63,"402,571.33",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,345.32"
COM,TEMF,Comoros,174,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07,197.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.51
MYT,TEMF,Mayotte,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COG,TEMF,Congo,178,0.00,0.00,0.00,0.00,0.00,0.00,994.64,0.00,"4,606.61","6,830.89","3,763.53","329,923.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,216.82"
COD,TEMF,Democratic Republic of the Congo,180,0.00,0.00,0.00,0.00,0.00,0.00,"17,804.76",0.00,"23,471.63","36,153.89","25,574.22","29,688,090.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,567,952.38"
COK,TEMF,Cook Islands,184,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRI,TEMF,Costa Rica,188,0.00,0.00,0.00,0.00,0.00,0.00,243.31,0.00,102.43,61.01,95.94,388.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.90
HRV,TEMF,Croatia,191,104.85,"2,626.38",14.87,687.65,37.30,308.62,460.21,3.91,"1,370.65",7.91,140.37,96.36,42.31,19.54,101.41,879.84,5.72,28.26,482.45,390.45
CUB,TEMF,Cuba,192,0.00,0.00,0.00,0.00,0.00,0.00,656.40,0.00,908.32,"3,266.06","1,952.20","2,335.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00,479.94
CYP,TEMF,Cyprus,196,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44
CZE,TEMF,Czech Republic,203,365.28,507.20,357.24,570.61,383.49,11.19,137.11,190.95,60.58,40.36,31.80,22.55,13.13,90.03,50.62,15.85,34.52,32.77,232.86,165.69
BEN,TEMF,Benin,204,0.00,0.00,0.00,0.00,0.00,0.00,106.83,0.00,19.20,74.65,50.94,"986,800.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"51,950.11"
